id,word,moe_level,kk_phonetics,definition_zh,example_sentence,sentence_zh,cefr_level,grammar_pattern,word_count,subject_type,source,reviewed,notes
129,acquit,,ə'kwɪt,(動) 宣判無罪；證明清白,"Although the defendant was accused of theft, the jury acquitted him because the evidence was insufficient.",雖然被告被指控竊盜，但由於證據不足，陪審團宣判他無罪。,B1,adv_clause,12,noun (jury),Claude AI,,
130,acre,6,'ɛkɚ,(名) 英畝　(面積單位) 田地,"Having purchased ten acres, the farmer began planning the crop rotation schedule.",買下十英畝的土地後，農夫開始規劃輪作計畫。,B1,participial_perf,12,noun,Claude AI,,
131,acrid,,'ækrɪd,(形) 刺鼻的；辛辣的；尖刻的,The acrid smoke that filled the chemistry lab made students cough and leave quickly.,充滿化學實驗室的刺鼻煙霧使學生咳嗽並快速離開。,B1,adj_clause,12,noun (smoke),Claude AI,,
132,acrobat,,'ækrəˌbæt,(名) 特技表演者；雜技演員,The skilled acrobat performed amazing flips and handstands on the circus stage.,技藝精湛的特技表演者在馬戲團舞台上表演令人驚嘆的翻騰和倒立動作。,A2,compound,12,noun,Claude AI,,
133,acronym,,'ækrəˌnɪm,(名) 縮寫詞；首字母縮略詞,"If students learned common acronyms, understanding English texts would become much easier.",如果學生學會常見的縮寫詞，理解英文文章就會變得容易得多。,B1,conditional_2,11,noun (students),Claude AI,,
134,acrophobia,,ˌækrə'fobɪə,(名) 懼高症；害怕高處的恐懼症,Many people suffer from acrophobia and avoid climbing tall buildings or mountains.,許多人患有懼高症，因此避免爬高樓或山峰。,B1,simple,12,noun,Claude AI,,
135,across,1,ə'krɔs,(介) 穿過；橫過　(副) 橫過；對面地　(形) 橫跨的；對面的,"Running across the busy street, the student nearly got hit by a car.",跑過繁忙街道的學生差點被車撞到。,A2,participial,12,noun (the student),Claude AI,,
136,act on,,,(片) 根據...行動；按照...做；對...起作用,"After receiving the test results, the principal acted on the feedback and improved the school's teaching methods.",收到測試結果後，校長根據反饋意見行動，改進了學校的教學方法。,B1,adv_clause,12,noun,Claude AI,,
137,act out,,,(片) 表演；演出；發洩,Seldom does a shy student act out emotions so freely on stage.,一個害羞的學生很少在舞台上如此自由地表演情感。,B1,inversion,12,noun_phrase,Claude AI,,
138,act up,,,(片) 故障；出毛病；調皮,The old printer that acts up every Monday frustrates our office staff.,那臺每週一都會故障的舊印表機讓辦公室員工很沮喪。,B1,adj_clause,12,noun (printer),Claude AI,,
139,act,1,ækt,(動) 行動；做；表演　(名) 行為；法案；段落,Students study hard to act out their dreams in the future.,學生們努力讀書以實現未來的夢想。,A2,infinitive_purpose,10,noun,Claude AI,,
140,acting,,'æktɪŋ,(名) 表演；演出　(動) 扮演；擔任角色　(形) 代理的；臨時的,Studying acting and performing in school plays help students build confidence.,學習表演和在校園戲劇中演出能幫助學生建立信心。,A2,compound,12,noun/gerund,Claude AI,,
141,action,1,'ækʃən,(名) 行動；動作；行為,Taking action to protect the environment is important for all students.,採取行動保護環境對所有學生來說都很重要。,A2,simple,11,gerund,Claude AI,,
142,activate,,'æktəˌvet,(動) 啟動；激活；使活躍,"Once the alarm system is activated, security guards immediately respond to any unusual movement detected.",一旦警報系統被啟動，保安人員就會立即對任何偵測到的異常活動做出反應。,B1,adv_clause,13,"noun (alarm system, security guards)",Claude AI,,
143,active,2,'æktɪv,(形) 積極的；主動的,The students actively participating in the science club gained valuable experience preparing for university.,積極參與科學社團的學生獲得了為大學做準備的寶貴經驗。,B1,participial,13,noun,Claude AI,,
144,actively,2,'æktɪvlɪ,(副) 積極地；主動地；活躍地,Students who actively participate in class discussions tend to improve their English skills.,積極參與課堂討論的學生往往會進步得更快。,A2,adj_clause,12,noun (Students),Claude AI,,
145,activist,5,'æktɪvɪst,(名) 行動主義者；積極分子　(形) 行動主義的；積極分子的,"If environmental activists raise awareness now, many species could be protected from extinction.",如果環保人士現在提高公眾意識，許多物種就能免於滅絕。,B1,conditional_1,12,noun_subject,Claude AI,,
146,activity,2,æk'tɪvəti,(名) 活動；事物；積極性,School activities help students develop new skills and make friends.,學校活動幫助學生發展新技能並交新朋友。,A2,simple,10,noun,Claude AI,,
147,actor,1,'æktɚ,(名) 演員；男演員；行動者,Many students join drama clubs to become a professional actor in the future.,許多學生加入戲劇社是為了將來成為專業演員。,A2,infinitive_purpose,12,noun,Claude AI,,
148,actress,1,'æktrɪs,(名) 女演員；女優,The famous actress won the Best Actress award at the film festival last night.,那位著名女演員在昨晚的電影節上獲得最佳女演員獎。,A2,compound,12,noun,Claude AI,,
149,actual,2,'æktʃuəl,(形) 實際的；真實的,"Although the movie looked exciting in the trailer, the actual plot turned out to be quite boring.",雖然電影預告看起來很刺激，但實際上的劇情卻相當無聊。,A2,adv_clause,14,noun (movie/plot),Claude AI,,
150,actually,2,'æktʃuəlɪ,(副) 實際上；其實；竟然,"Having studied hard for months, the student actually failed the exam, shocking everyone in the class.",經過數月的努力學習，這名學生竟然考試不及格，令班上所有人感到震驚。,B1,participial_perf,12,noun,Claude AI,,
151,actuate,,'æktʃuˌet,(動) 驅動；激勵；促使,"The desire to succeed, which actuates ambitious students, often leads to academic excellence.",促使野心勃勃的學生向前的成功欲望，往往導致學業成就。,B1,adj_clause,12,noun,Claude AI,,
152,actuator,,'æktʃuˌetɚ,(名) 執行器；驅動裝置；致動器,The robot's actuator system controls all movements and responses automatically.,機器人的執行器系統自動控制所有的動作和反應。,B1,compound,11,noun,Claude AI,,
153,aculeate,,ə'kjuliɪt,(形) 有刺的；尖銳的,"If the cactus were not aculeate, desert animals would consume it without difficulty.",如果仙人掌不是有刺的，沙漠動物就能毫無困難地吃掉它。,B1,conditional_2,12,noun,Claude AI,,
154,acumen,,ə'kjumən,(名) 敏銳的眼光；聰慧；商業頭腦,Business acumen helped the young entrepreneur succeed in the competitive market.,敏銳的商業眼光幫助這位年輕創業家在競爭激烈的市場中取得成功。,B2,simple,11,noun,Claude AI,,
155,acupoint,,'ækjuˌpɔɪnt,(名) 穴位；穴道,"Stimulating the acupoint located on the wrist, the acupuncturist relieved the patient's headache.",針灸師刺激位於手腕上的穴位，緩解了患者的頭痛。,B1,participial,12,noun (acupuncturist),Claude AI,,
156,acupressure,,'ækjuˌprɛʃɚ,(名) 穴位按壓療法；按壓穴位,"Since acupressure can relieve headaches without medication, many students use it during exam preparation.",由於穴位按壓療法可以不用藥物就緩解頭痛，許多學生在準備考試時會使用它。,B1,adv_clause,12,noun_gerund,Claude AI,,
157,acupuncture,,'ækjəˌpʌŋktʃɚ,(名) 針灸；穴位針刺療法,"Not only does acupuncture relieve pain, but it also improves overall health significantly.",針灸不僅能緩解疼痛，而且還能顯著改善整體健康。,B1,inversion,12,noun (acupuncture),Claude AI,,
158,acute,5,ə'kjut,(形) 嚴重的；急性的；敏銳的,The patient who had an acute illness needed immediate hospital care.,患有急性疾病的患者需要立即住院治療。,B1,adj_clause,11,noun,Claude AI,,
159,acutely,5,ə'kjutlɪ,(副) 敏銳地；尖銳地；急迫地,The nurse noticed acutely that patients needed better support to recover quickly.,護士敏銳地意識到病患需要更好的支持才能迅速康復。,B1,infinitive_purpose,12,noun,Claude AI,,
160,ad,,æd,(名) 廣告；廣告文案　(動) 登廣告；刊登廣告,The company posted an ad on social media to attract young customers.,這家公司在社群媒體上刊登廣告以吸引年輕顧客。,A2,compound,12,noun,Claude AI,,
161,adamant,,'ædəmənt,(形) 堅定的；不動搖的；堅決的,"Despite his parents' objections, Marcus remained adamant about pursuing a music career.",儘管父母反對，馬克仍然堅定地追求音樂事業。,B1,simple,12,noun,Claude AI,,
162,adapt to,,,(片) 適應；調整；改編,"As students move to a new school, adapting to different teaching styles requires patience and effort.",當學生轉到新學校時，適應不同的教學方式需要耐心和努力。,A2,adv_clause,12,gerund,Claude AI,,
163,adapt,4,ə'dæpt,(動) 適應；改編；調整,"Adapting to a new school environment, many students gradually build confidence and friendships.",適應新的學校環境，許多學生逐漸建立信心和友誼。,B1,participial,13,noun (students),Claude AI,,
164,adaptable,,ə'dæptəbəl,(形) 能適應的；適應力強的　能調整的；靈活的,Students who are adaptable to different learning methods succeed in the CSAT exam.,能夠適應不同學習方法的學生在學測考試中會成功。,B1,adj_clause,12,noun,Claude AI,,
165,adaptation,6,ˌædæp'teʃən,(名) 適應；改編　(動) 適應；改編,"If students make an effort to understand different cultures, adaptation to new environments would become much easier.",如果學生努力了解不同的文化，適應新環境就會變得容易得多。,B1,conditional_1,13,noun (students),Claude AI,,
166,adaption,,ə'dæpʃən,(名) 適應；改編　(動) 改編；調整,The film's adaption of the popular novel attracted many young viewers.,這部小說改編電影吸引了許多年輕觀眾。,B1,simple,10,noun,Claude AI,,
167,adaptive,,ə'dæptɪv,(形) 適應的；能適應的；調整的,Students use adaptive learning strategies to improve their test scores.,學生運用適應性學習策略來提高考試成績。,B1,infinitive_purpose,10,noun,Claude AI,,
168,add on,,,(片) 增加；附加；加入,The restaurant offers a dessert add-on for five dollars extra.,這家餐廳提供甜點附加餐點，需另付五美元。,A2,compound,11,noun,Claude AI,,
169,add up to,,,(片) 加起來等於；總計,"Although the test scores seemed low individually, they added up to a passing grade when combined.",雖然個別測驗分數看起來很低，但加起來總共達到及格分數。,A2,adv_clause,13,noun (test scores),Claude AI,,
170,add,1,æd,(動) 加；增加；補充說,"Having added all the numbers correctly, Maria submitted her math homework without worry.",瑪麗亞正確地加上所有的數字後，毫無擔憂地交了數學作業。,A2,participial_perf,12,proper_noun,Claude AI,,
171,addict,4,,(名) [ˈædɪkt] 成癮者；上癮的人　(動) [əˈdɪkt] 使成癮；沉溺於　(形) 成癮的；上癮的,Students who become addicts to social media often struggle with academic focus and sleep.,沉溺於社群媒體的學生經常難以專注於課業和睡眠。,B1,adj_clause,12,noun,Claude AI,,
172,addicted,,ə'dɪktɪd,(形) 沉溺於…的；成癮的　(動) 使…成癮；使…沉溺,"Playing mobile games becomes addicted, so many students struggle with their homework.",玩手遊變得成癮，所以許多學生為功課而苦惱。,B1,compound,12,gerund + noun,Claude AI,,
173,addiction,6,ə'dɪkʃən,(名) 成癮；上癮；沉溺,"If social media addiction did not consume so much study time, many students would achieve better exam scores.",如果社群媒體成癮不會佔用那麼多讀書時間，許多學生就能考得更好的成績。,B1,conditional_2,14,noun_gerund,Claude AI,,
174,addition,2,ə'dɪʃən,(名) 加法；加運算；附加物,Learning addition is the first step in elementary mathematics.,學習加法是小學數學的第一步。,A2,simple,10,learning activity,Claude AI,,
175,additional,3,ə'dɪʃənl,(形) 額外的；另外的；補充的,"Having completed the main project, students received additional assignments requiring extra research and writing skills.",完成主要專案後，學生收到需要額外研究和寫作技能的額外作業。,B1,participial,13,noun (students),Claude AI,,
176,additionally,3,ə'dɪʃənəlɪ,(副) 另外；此外；而且,"The university requires a high test score; additionally, students must submit a strong essay.",這所大學要求高的考試成績；此外，學生還必須提交一篇優秀的文章。,A2,adv_clause,12,noun (the university; students),Claude AI,,
177,additive,,'ædətɪv,(形) 添加的；附加的　(名) 添加劑；加法的,"Not only does artificial color improve appearance, but artificial additives also preserve food freshly.",人工色素不僅改善外觀，人工添加劑也能保持食物新鮮。,B1,inversion,12,noun,Claude AI,,
178,address,2,ə'drɛs,(名) 地址；住址　(動) 向…說話；處理,The letter was sent to the address that the customer provided during checkout.,這封信被寄到顧客結帳時提供的地址。,A2,adj_clause,13,noun (letter),Claude AI,,
